150.6619052,-34.02473331,-99999
150.6619252,-34.02473331,-99999
150.6619452,-34.02473331,-99999
150.6619652,-34.02473331,-99999
150.6619852,-34.02473331,-99999
150.6620052,-34.02473331,-99999
150.6620252,-34.02473331,-99999
150.6620452,-34.02473331,-99999
150.6620652,-34.02473331,-99999
150.6620852,-34.02473331,-99999
150.6621052,-34.02473331,-99999
150.6621252,-34.02473331,-99999
150.6621452,-34.02473331,-99999
150.6621652,-34.02473331,-99999
150.6621852,-34.02473331,-99999
150.6622052,-34.02473331,-99999
150.6622252,-34.02473331,-99999
150.6622452,-34.02473331,-99999
150.6622652,-34.02473331,3.8949
150.6622852,-34.02473331,3.77912
150.6623052,-34.02473331,3.70457
150.6623252,-34.02473331,3.67506
150.6623452,-34.02473331,3.56463
150.6623652,-34.02473331,-99999
150.6623852,-34.02473331,-99999
150.6624052,-34.02473331,-99999
150.6624252,-34.02473331,-99999
150.6624452,-34.02473331,-99999
150.6624652,-34.02473331,-99999
150.6624852,-34.02473331,-99999
150.6625052,-34.02473331,-99999
150.6625252,-34.02473331,-99999
150.6625452,-34.02473331,-99999
150.6625652,-34.02473331,-99999
150.6625852,-34.02473331,-99999
150.6626052,-34.02473331,-99999
150.6626252,-34.02473331,-99999
150.6626452,-34.02473331,-99999
150.6626652,-34.02473331,-99999
150.6626852,-34.02473331,-99999
150.6627052,-34.02473331,-99999
150.6627252,-34.02473331,-99999
150.6627452,-34.02473331,-99999
150.6627652,-34.02473331,-99999
150.6627852,-34.02473331,-99999
150.6628052,-34.02473331,-99999
150.6628252,-34.02473331,-99999
150.6628452,-34.02473331,-99999
150.6628652,-34.02473331,-99999
150.6628852,-34.02473331,-99999
150.6629052,-34.02473331,-99999
150.6629252,-34.02473331,-99999
150.6629452,-34.02473331,-99999
150.6629652,-34.02473331,-99999
150.6629852,-34.02473331,-99999
150.6630052,-34.02473331,-99999
150.6630252,-34.02473331,-99999
150.6630452,-34.02473331,-99999
150.6630652,-34.02473331,-99999
150.6630852,-34.02473331,-99999
150.6619052,-34.02475331,-99999
150.6619252,-34.02475331,-99999
150.6619452,-34.02475331,-99999
150.6619652,-34.02475331,-99999
150.6619852,-34.02475331,-99999
150.6620052,-34.02475331,-99999
150.6620252,-34.02475331,-99999
150.6620452,-34.02475331,-99999
150.6620652,-34.02475331,-99999
150.6620852,-34.02475331,-99999
150.6621052,-34.02475331,-99999
150.6621252,-34.02475331,-99999
150.6621452,-34.02475331,-99999
150.6621652,-34.02475331,-99999
150.6621852,-34.02475331,-99999
150.6622052,-34.02475331,-99999
150.6622252,-34.02475331,-99999
150.6622452,-34.02475331,-99999
150.6622652,-34.02475331,4.0421
150.6622852,-34.02475331,3.8949
150.6623052,-34.02475331,3.74375
150.6623252,-34.02475331,3.55816
150.6623452,-34.02475331,3.54889
150.6623652,-34.02475331,3.42126
150.6623852,-34.02475331,3.4576
150.6624052,-34.02475331,3.39592
150.6624252,-34.02475331,3.36985
150.6624452,-34.02475331,3.20671
150.6624652,-34.02475331,-99999
150.6624852,-34.02475331,-99999
150.6625052,-34.02475331,-99999
150.6625252,-34.02475331,-99999
150.6625452,-34.02475331,-99999
150.6625652,-34.02475331,-99999
150.6625852,-34.02475331,-99999
150.6626052,-34.02475331,-99999
150.6626252,-34.02475331,-99999
150.6626452,-34.02475331,-99999
150.6626652,-34.02475331,-99999
150.6626852,-34.02475331,-99999
150.6627052,-34.02475331,-99999
150.6627252,-34.02475331,-99999
150.6627452,-34.02475331,-99999
150.6627652,-34.02475331,-99999
150.6627852,-34.02475331,-99999
150.6628052,-34.02475331,-99999
150.6628252,-34.02475331,-99999
150.6628452,-34.02475331,-99999
150.6628652,-34.02475331,-99999
150.6628852,-34.02475331,-99999
150.6629052,-34.02475331,-99999
150.6629252,-34.02475331,-99999
150.6629452,-34.02475331,-99999
150.6629652,-34.02475331,-99999
150.6629852,-34.02475331,-99999
150.6630052,-34.02475331,-99999
150.6630252,-34.02475331,-99999
150.6630452,-34.02475331,-99999
150.6630652,-34.02475331,-99999
150.6630852,-34.02475331,-99999
150.6619052,-34.02477331,-99999
150.6619252,-34.02477331,-99999
150.6619452,-34.02477331,-99999
150.6619652,-34.02477331,-99999
150.6619852,-34.02477331,-99999
150.6620052,-34.02477331,-99999
