,Time,Lon,Lat,1mHCPcon,2mHCPcon,1mHCPmag,2mHCPmag,1mPRPcon,2mPRPcon,1mPRPmag,2mPRPmag
541,2167,150.66261,-34.0261067,3.2,5.5,0.38,2.02,9.6,5.6,-2.14,-2.94
542,2171,150.6626183,-34.0260833,3.8,5.6,0.36,2.07,10.1,6.1,-2.19,-3.02
543,2175,150.662625,-34.02606,3.4,5.7,0.4,2.1,10.2,6.3,-2.17,-2.94
544,2179,150.6626333,-34.0260367,3.8,6.2,0.43,2.1,10.8,6.4,-2.2,-2.94
545,2183,150.66264,-34.0260133,4.0,6.2,0.4,2.11,11.0,6.8,-2.23,-2.96
546,2187,150.6626483,-34.0259917,4.4,7.0,0.37,2.03,11.0,6.9,-2.19,-3.1
547,2191,150.662655,-34.0259683,4.2,6.8,0.42,2.1,11.5,6.9,-2.28,-3.1
548,2195,150.66266,-34.0259483,4.3,6.5,0.41,2.12,11.8,7.2,-2.31,-3.1
549,2199,150.6626617,-34.0259283,4.6,6.7,0.41,2.04,11.9,7.4,-2.32,-3.17
550,2203,150.66265,-34.0259133,4.9,6.8,0.43,2.16,12.4,7.7,-2.41,-3.26
551,2207,150.6626317,-34.0259067,5.3,7.1,0.44,2.19,12.7,7.3,-2.46,-3.3
552,2211,150.6626133,-34.0259067,5.8,7.7,0.39,2.28,12.7,7.6,-2.53,-3.36
553,2215,150.662595,-34.025915,5.5,7.1,0.47,2.37,12.6,7.8,-2.53,-3.27
554,2219,150.6625833,-34.0259283,5.6,7.5,0.53,2.39,12.5,7.4,-2.53,-3.24
555,2223,150.662575,-34.0259433,5.1,7.9,0.53,2.4,12.6,7.5,-2.56,-3.25
556,2227,150.6625717,-34.0259617,5.1,7.5,0.51,2.4,12.8,7.6,-2.58,-3.27
557,2231,150.6625683,-34.0259783,5.2,7.9,0.48,2.32,13.0,7.7,-2.59,-3.3
558,2235,150.662565,-34.025995,5.0,7.5,0.44,2.3,12.5,7.6,-2.48,-3.22
559,2239,150.6625617,-34.0260133,4.5,7.2,0.44,2.15,12.1,7.4,-2.37,-3.11
560,2243,150.66256,-34.0260333,4.7,7.2,0.44,2.15,11.9,7.6,-2.36,-3.11
561,2247,150.6625567,-34.0260517,4.7,7.1,0.38,2.11,11.6,7.3,-2.29,-3.07
562,2251,150.6625533,-34.0260717,4.7,6.8,0.37,2.03,11.0,6.8,-2.23,-3.12
563,2255,150.66255,-34.02609,4.8,6.8,0.31,1.94,10.7,6.9,-2.14,-3.13
564,2259,150.6625467,-34.02611,4.6,7.0,0.31,1.94,10.7,6.7,-2.2,-3.1
565,2263,150.6625433,-34.02613,3.7,6.1,0.38,2.1,10.3,5.7,-2.23,-3.0
566,2267,150.6625383,-34.02615,3.6,5.8,0.4,2.1,9.8,5.7,-2.18,-2.94
567,2271,150.662535,-34.0261717,3.7,5.5,0.4,2.06,9.7,5.3,-2.13,-2.87
568,2275,150.66253,-34.0261933,3.9,5.5,0.37,2.0,9.6,5.5,-2.06,-2.83
569,2279,150.6625267,-34.026215,4.0,5.9,0.39,2.0,9.6,5.6,-2.08,-2.83
570,2283,150.6625217,-34.0262367,3.6,5.6,0.4,2.08,9.6,5.4,-2.14,-2.86
571,2287,150.6625167,-34.0262583,3.8,5.3,0.42,2.12,9.9,5.2,-2.18,-2.86
572,2291,150.6625117,-34.02628,2.8,5.0,0.39,2.09,9.9,5.4,-2.18,-2.85
573,2295,150.6625067,-34.0263017,3.1,5.6,0.41,2.03,9.9,6.0,-2.13,-2.9
574,2299,150.6625017,-34.0263233,3.5,5.3,0.42,2.01,10.3,5.9,-2.16,-3.0
575,2303,150.6624967,-34.026345,3.3,5.5,0.4,2.03,10.6,6.0,-2.26,-3.15
576,2307,150.6624917,-34.0263683,3.7,5.5,0.37,2.06,11.1,6.2,-2.38,-3.29
577,2311,150.6624867,-34.02639,3.7,5.3,0.35,2.16,11.7,6.5,-2.52,-3.54
578,2315,150.6624817,-34.0264117,4.0,5.5,0.29,2.23,12.6,6.7,-2.71,-3.78
579,2319,150.6624767,-34.0264333,3.8,5.1,0.29,2.32,13.0,7.0,-2.83,-3.93
580,2323,150.6624733,-34.026455,3.0,4.6,0.34,2.43,12.8,6.6,-2.9,-3.96
581,2327,150.6624683,-34.026475,3.1,4.2,0.34,2.47,13.2,6.4,-2.97,-3.98
582,2331,150.662465,-34.026495,2.6,3.7,0.35,2.45,12.5,6.1,-2.9,-3.88
583,2335,150.66246,-34.026515,2.9,4.1,0.35,2.44,12.7,6.0,-2.96,-3.94
584,2339,150.6624533,-34.0265317,1.1,3.5,0.45,2.42,13.0,5.8,-2.92,-3.87
585,2343,150.66244,-34.026545,1.9,4.4,0.46,2.36,12.0,5.0,-2.88,-3.86
586,2347,150.66242,-34.0265467,-10.3,2.3,0.67,1.55,10.0,4.7,-2.62,-3.5
587,2351,150.6624033,-34.02654,1.8,1.0,0.3,0.85,12.7,4.6,-2.92,-3.87
588,2355,150.662395,-34.0265267,3.6,4.0,0.47,0.78,11.9,6.2,-2.92,-3.76
589,2359,150.6623933,-34.02651,3.6,2.9,0.56,0.97,11.8,5.5,-2.89,-3.65
590,2363,150.6623967,-34.026495,3.4,5.0,0.57,-0.09,11.6,4.5,-2.88,-3.65
591,2367,150.6624017,-34.0264767,3.4,12.3,0.44,0.0,12.7,5.8,-2.92,-3.78
592,2371,150.6624067,-34.0264583,3.1,4.3,0.43,2.43,12.6,6.3,-2.87,-3.79
593,2375,150.6624117,-34.02644,3.0,4.4,0.42,2.35,12.5,6.6,-2.86,-3.83
594,2379,150.6624167,-34.0264217,2.9,4.3,0.41,2.39,12.5,6.3,-2.87,-3.82
595,2383,150.6624217,-34.0264017,2.5,3.8,0.37,2.39,12.5,5.6,-2.87,-3.85
596,2387,150.6624267,-34.02638,2.8,4.1,0.35,2.39,12.2,6.0,-2.78,-3.79
597,2391,150.6624317,-34.0263583,3.3,4.5,0.31,2.35,12.8,6.6,-2.86,-3.99
598,2395,150.6624367,-34.0263367,3.5,4.4,0.34,2.52,13.3,6.6,-2.93,-3.97
599,2399,150.6624417,-34.0263133,3.7,4.6,0.35,2.49,13.3,6.7,-2.86,-3.89
600,2403,150.6624483,-34.0262917,4.0,5.5,0.33,2.34,12.9,6.5,-2.71,-3.73
601,2407,150.6624533,-34.02627,4.2,5.5,0.37,2.24,12.3,6.6,-2.56,-3.57
602,2411,150.6624583,-34.0262467,4.0,5.4,0.39,2.19,11.7,6.7,-2.42,-3.33
603,2415,150.662465,-34.026225,3.0,5.1,0.44,2.16,10.8,6.1,-2.3,-3.11
604,2419,150.66247,-34.0262033,3.6,5.4,0.43,2.12,10.8,6.4,-2.28,-3.07
605,2423,150.6624767,-34.02618,3.7,5.9,0.43,2.07,10.4,5.8,-2.2,-2.94
606,2427,150.6624817,-34.0261583,3.2,5.5,0.47,2.13,9.8,6.0,-2.18,-2.79
607,2431,150.6624883,-34.0261367,3.8,5.7,0.46,2.13,9.8,5.5,-2.15,-2.78
608,2435,150.6624933,-34.026115,3.7,5.9,0.42,2.08,9.7,5.5,-2.08,-2.76
609,2439,150.6625,-34.0260933,4.0,5.8,0.38,2.03,9.4,6.1,-2.08,-2.81
610,2443,150.662505,-34.0260717,3.4,5.7,0.37,1.97,9.9,5.8,-2.13,-2.92
611,2447,150.6625117,-34.02605,3.5,5.3,0.39,2.09,10.2,5.6,-2.2,-2.98
612,2451,150.6625167,-34.0260283,3.7,6.3,0.37,2.13,10.4,6.4,-2.26,-3.06
613,2455,150.6625217,-34.0260067,4.4,5.9,0.35,2.08,10.7,6.5,-2.22,-2.99
614,2459,150.6625267,-34.025985,4.9,6.8,0.33,2.0,11.1,7.0,-2.19,-3.1
615,2463,150.6625317,-34.025965,5.0,7.2,0.36,2.04,11.4,7.9,-2.26,-3.15
616,2467,150.6625383,-34.0259433,4.4,7.4,0.41,2.12,12.1,7.8,-2.33,-3.13
617,2471,150.662545,-34.0259233,4.8,7.4,0.39,2.15,12.2,8.0,-2.38,-3.19
618,2475,150.6625483,-34.025905,4.5,7.2,0.44,2.18,12.7,7.5,-2.44,-3.23
619,2479,150.6625467,-34.0258867,5.1,7.9,0.45,2.23,13.1,8.1,-2.55,-3.3
620,2483,150.662535,-34.0258733,5.1,7.5,0.49,2.26,12.9,7.7,-2.55,-3.22
621,2487,150.662515,-34.0258683,5.6,8.0,0.49,2.3,12.6,7.4,-2.56,-3.27
622,2491,150.662495,-34.0258717,5.6,8.2,0.54,2.34,12.8,8.1,-2.54,-3.24
623,2495,150.66248,-34.0258833,6.6,8.9,0.53,2.31,15.1,9.4,-2.56,-3.22
624,2499,150.6624683,-34.0258967,8.8,9.2,0.4,2.27,17.4,9.9,-2.66,-3.5
625,2503,150.6624633,-34.0259133,5.2,9.0,0.55,2.3,12.8,8.5,-2.5,-3.28
626,2507,150.6624583,-34.02593,5.7,9.1,0.52,2.21,12.8,8.5,-2.49,-3.28
627,2511,150.6624533,-34.0259483,5.7,8.6,0.45,2.14,13.2,8.4,-2.54,-3.38
628,2515,150.6624483,-34.025965,5.9,8.1,0.43,2.19,12.9,8.3,-2.49,-3.29
629,2519,150.662445,-34.0259833,5.3,7.8,0.43,2.1,12.4,7.8,-2.38,-3.26
630,2523,150.6624417,-34.0260017,5.2,7.9,0.37,2.05,12.3,7.7,-2.35,-3.24
631,2527,150.6624367,-34.02602,4.9,7.3,0.36,2.03,11.9,7.6,-2.3,-3.18
632,2531,150.6624333,-34.02604,5.0,7.5,0.38,2.04,11.7,7.5,-2.27,-3.16
633,2535,150.66243,-34.02606,5.4,7.1,0.28,1.91,11.4,7.3,-2.22,-3.19
634,2539,150.662425,-34.0260783,5.1,7.1,0.33,1.96,11.1,7.2,-2.24,-3.19
635,2543,150.6624217,-34.0260983,4.0,6.4,0.45,2.2,11.1,6.8,-2.32,-3.11
636,2547,150.6624183,-34.0261183,3.7,5.9,0.48,2.2,10.6,6.1,-2.23,-2.96
637,2551,150.662415,-34.02614,3.8,5.4,0.39,2.08,10.5,6.3,-2.18,-2.98
638,2555,150.6624117,-34.02616,3.9,5.7,0.34,2.03,10.4,6.0,-2.2,-3.03
639,2559,150.6624067,-34.0261817,4.2,6.1,0.32,1.99,10.2,5.8,-2.16,-2.99
640,2563,150.6624017,-34.0262033,4.0,5.6,0.32,1.93,9.9,5.7,-2.13,-2.94
641,2567,150.6623967,-34.026225,3.7,6.0,0.35,1.99,10.2,5.6,-2.23,-2.99
642,2571,150.6623917,-34.026245,3.8,5.3,0.4,2.09,10.6,6.1,-2.29,-3.01
643,2575,150.662385,-34.0262683,3.9,5.1,0.38,2.06,11.1,6.3,-2.32,-3.12
644,2579,150.6623783,-34.02629,3.4,5.0,0.38,2.09,11.4,6.3,-2.39,-3.21
645,2583,150.6623733,-34.0263117,3.9,5.2,0.37,2.15,11.9,6.7,-2.49,-3.35
646,2587,150.6623667,-34.026335,4.0,5.3,0.35,2.22,12.6,6.9,-2.62,-3.58
647,2591,150.66236,-34.0263567,3.7,5.3,0.3,2.26,13.3,6.7,-2.73,-3.71
648,2595,150.662355,-34.0263783,3.4,4.9,0.26,2.35,13.5,7.0,-2.84,-3.86
649,2599,150.6623483,-34.0263983,4.1,4.9,0.3,2.41,13.8,7.2,-2.92,-4.01
650,2603,150.6623433,-34.0264217,3.4,4.8,0.37,2.51,13.9,6.7,-2.98,-4.0
651,2607,150.6623383,-34.0264433,3.2,4.6,0.39,2.61,14.2,7.0,-3.01,-3.95
652,2611,150.662335,-34.0264633,2.9,4.3,0.38,2.57,13.8,6.7,-2.94,-3.91
653,2615,150.66233,-34.0264833,3.2,4.3,0.34,2.55,13.2,6.5,-2.96,-3.95
654,2619,150.6623217,-34.0265,3.2,4.9,0.39,2.52,13.1,6.6,-2.95,-3.89
655,2623,150.662305,-34.0265083,2.8,4.4,0.34,2.44,13.4,6.4,-2.94,-3.99
656,2627,150.6622883,-34.0265067,0.9,4.1,0.43,2.51,11.9,5.3,-2.85,-3.7
657,2631,150.662275,-34.0264983,2.9,4.6,0.41,2.54,11.0,5.7,-2.77,-3.81
658,2635,150.6622683,-34.026485,4.9,5.4,0.32,2.54,11.3,5.4,-2.75,-3.77
659,2639,150.6622683,-34.0264683,4.9,5.0,0.32,2.48,11.0,5.1,-2.68,-3.92
660,2643,150.6622733,-34.0264517,4.3,5.0,0.36,2.44,10.8,5.7,-2.66,-3.73
661,2647,150.66228,-34.026435,4.3,4.9,0.3,2.43,11.4,6.1,-2.74,-3.8
662,2651,150.6622867,-34.0264167,3.9,4.7,0.29,2.42,12.7,6.5,-2.9,-3.99
663,2655,150.6622917,-34.0263967,3.9,4.7,0.28,2.54,13.6,7.2,-3.07,-4.12
664,2659,150.6622983,-34.0263767,2.9,3.8,0.36,2.65,14.2,7.0,-3.12,-4.05
665,2663,150.662305,-34.0263567,2.4,3.7,0.42,2.71,14.3,6.8,-3.12,-3.94
666,2667,150.6623117,-34.026335,-4.3,3.1,0.48,2.76,15.0,6.6,-3.26,-4.18
667,2671,150.6623183,-34.026315,-0.5,2.6,0.51,2.84,15.8,6.1,-3.19,-3.96
668,2675,150.662325,-34.026295,3.8,4.3,0.39,2.64,15.0,7.3,-3.07,-4.04
669,2679,150.66233,-34.0262733,4.1,4.8,0.38,2.51,14.9,8.0,-2.94,-3.96
670,2683,150.6623367,-34.0262533,3.8,4.7,0.41,2.48,14.9,7.9,-2.9,-3.86
671,2687,150.6623433,-34.0262333,3.5,4.4,0.46,2.51,14.7,7.6,-2.87,-3.81
672,2691,150.6623483,-34.0262117,3.3,4.9,0.48,2.46,13.8,6.9,-2.73,-3.61
673,2695,150.662355,-34.0261917,1.0,4.4,0.28,2.16,13.6,6.2,-2.51,-3.52
674,2699,150.6623617,-34.02617,3.6,4.7,0.39,2.08,12.1,6.4,-2.47,-3.39
675,2703,150.6623667,-34.02615,3.3,4.8,0.37,1.99,11.6,6.0,-2.38,-3.36
676,2707,150.6623733,-34.0261283,3.9,5.0,0.36,1.96,11.1,6.6,-2.31,-3.28
677,2711,150.66238,-34.0261083,3.5,5.3,0.36,1.93,10.7,6.2,-2.25,-3.19
678,2715,150.6623867,-34.0260867,3.7,5.5,0.38,1.91,10.6,6.2,-2.18,-3.09
679,2719,150.6623917,-34.0260667,1.1,4.8,0.42,1.98,11.4,5.9,-2.16,-3.04
680,2723,150.6623983,-34.026045,3.9,5.2,0.37,1.98,10.6,6.4,-2.16,-3.03
681,2727,150.662405,-34.0260267,3.7,5.3,0.34,1.9,10.2,6.2,-2.12,-3.03
682,2731,150.66241,-34.026005,4.2,6.1,0.39,2.01,10.6,6.6,-2.2,-3.01
683,2735,150.662415,-34.0259867,4.7,6.3,0.31,2.08,11.8,6.8,-2.28,-3.17
684,2739,150.66242,-34.0259683,5.1,6.8,0.33,1.98,11.4,7.6,-2.18,-3.1
685,2743,150.6624267,-34.02595,5.1,7.3,0.31,1.94,11.7,7.7,-2.21,-3.23
686,2747,150.6624333,-34.0259317,5.4,7.2,0.34,1.93,12.1,8.3,-2.24,-3.16
687,2751,150.66244,-34.0259133,5.6,7.4,0.35,1.97,12.4,8.1,-2.3,-3.22
688,2755,150.662445,-34.0258967,6.1,7.3,0.4,2.0,12.9,8.8,-2.32,-3.18
689,2759,150.66245,-34.0258817,5.7,7.6,0.42,2.05,13.1,8.3,-2.36,-3.22
690,2763,150.66245,-34.0258667,5.9,8.1,0.47,2.08,13.2,8.7,-2.41,-3.15
691,2767,150.6624417,-34.0258533,6.7,8.4,0.47,2.1,13.5,8.9,-2.49,-3.23
692,2771,150.6624283,-34.025845,6.8,9.1,0.5,2.18,13.6,9.3,-2.45,-3.18
693,2775,150.66241,-34.0258433,7.5,9.7,0.45,2.2,13.9,9.8,-2.48,-3.17
694,2779,150.6623933,-34.0258483,7.8,10.3,0.53,2.32,14.0,10.0,-2.44,-3.16
695,2783,150.66238,-34.0258583,8.6,10.8,0.52,2.34,14.4,10.5,-2.43,-3.07
696,2787,150.6623717,-34.0258717,8.8,10.8,0.43,2.23,14.6,10.9,-2.49,-3.27
697,2791,150.662365,-34.0258867,8.1,10.8,0.48,2.23,14.0,10.6,-2.41,-3.14
698,2795,150.6623617,-34.0259033,8.0,10.9,0.46,2.18,14.1,10.3,-2.48,-3.21
699,2799,150.6623567,-34.02592,7.4,10.5,0.47,2.08,13.7,9.2,-2.44,-3.17
700,2803,150.6623533,-34.0259383,7.0,9.7,0.48,2.13,13.9,10.1,-2.46,-3.18
701,2807,150.6623483,-34.025955,6.3,9.3,0.51,2.15,13.5,9.1,-2.41,-3.14
702,2811,150.6623433,-34.0259733,6.4,8.5,0.44,2.13,13.4,8.8,-2.38,-3.14
703,2815,150.66234,-34.0259933,5.9,8.1,0.46,2.13,13.1,8.8,-2.34,-3.13
704,2819,150.662335,-34.0260117,5.7,7.9,0.44,2.12,12.6,8.3,-2.33,-3.12
705,2823,150.66233,-34.02603,5.3,7.6,0.41,2.04,12.4,8.2,-2.3,-3.17
706,2827,150.6623233,-34.02605,5.8,7.1,0.37,2.02,12.3,8.4,-2.3,-3.2
707,2831,150.6623167,-34.02607,5.4,6.8,0.37,2.0,11.9,7.7,-2.27,-3.18
708,2835,150.6623117,-34.02609,5.1,7.0,0.38,1.95,11.7,7.3,-2.25,-3.15
709,2839,150.662305,-34.0261117,4.5,6.3,0.35,1.91,11.3,6.7,-2.22,-3.18
710,2843,150.6623,-34.0261317,4.8,6.2,0.34,1.83,11.5,6.9,-2.21,-3.24
711,2847,150.662295,-34.0261533,4.3,5.7,0.33,1.74,11.4,7.2,-2.22,-3.34
712,2851,150.6622883,-34.026175,4.3,5.3,0.37,1.81,11.6,7.0,-2.29,-3.37
713,2855,150.6622833,-34.0261983,3.8,5.2,0.37,1.86,12.2,7.2,-2.38,-3.5
714,2859,150.662275,-34.02622,4.1,5.1,0.38,1.97,12.4,6.8,-2.5,-3.63
715,2863,150.66227,-34.0262417,3.4,4.8,0.43,2.13,13.6,7.0,-2.64,-3.69
716,2867,150.6622633,-34.026265,3.2,4.7,0.44,2.3,14.3,7.6,-2.82,-3.85
717,2871,150.6622567,-34.0262867,3.1,4.4,0.46,2.57,15.0,7.6,-3.02,-3.95
718,2875,150.6622517,-34.0263083,3.0,4.2,0.5,2.68,15.0,6.7,-3.08,-3.96
719,2879,150.662245,-34.02633,2.6,4.5,0.5,2.76,15.7,7.4,-3.15,-4.02
720,2883,150.66224,-34.0263517,3.1,4.4,0.54,2.81,15.8,7.8,-3.18,-4.02
721,2887,150.662235,-34.0263717,2.4,4.3,0.55,2.84,15.5,7.3,-3.22,-4.07
722,2891,150.66223,-34.02639,2.6,4.4,0.51,2.8,15.7,6.8,-3.3,-4.19
723,2895,150.6622233,-34.0264083,2.8,3.9,0.5,2.84,15.3,6.8,-3.28,-4.1
724,2899,150.6622117,-34.02642,2.8,3.7,0.48,2.81,14.8,6.3,-3.19,-4.06
725,2903,150.6621933,-34.0264233,2.8,3.6,0.42,2.77,14.7,6.4,-3.21,-4.0
726,2907,150.66218,-34.0264183,3.6,4.0,0.36,2.8,14.1,6.2,-3.17,-4.08
727,2911,150.66217,-34.0264083,4.0,4.2,0.42,2.86,13.3,6.0,-3.1,-3.92
728,2915,150.6621667,-34.0263933,4.4,4.9,0.4,2.95,13.0,5.6,-3.06,-3.93
729,2919,150.6621667,-34.0263783,4.3,5.3,0.4,2.95,12.9,5.9,-3.03,-4.0
730,2923,150.66217,-34.0263617,4.4,4.8,0.32,2.81,13.6,6.1,-3.04,-4.08
731,2927,150.662175,-34.0263417,3.9,4.7,0.3,2.63,13.8,6.5,-3.09,-4.17
732,2931,150.66218,-34.0263217,3.8,3.8,0.27,2.64,14.8,7.0,-3.22,-4.2
733,2935,150.662185,-34.0263017,2.7,3.8,0.37,2.71,15.2,6.7,-3.29,-4.18
734,2939,150.6621917,-34.02628,2.5,3.9,0.43,2.78,15.7,6.7,-3.35,-4.23
735,2943,150.6621967,-34.0262583,2.4,3.6,0.45,2.79,15.8,7.1,-3.3,-4.21
736,2947,150.6622033,-34.0262367,3.2,4.0,0.43,2.76,15.8,7.6,-3.25,-4.15
737,2951,150.66221,-34.0262133,2.9,4.2,0.47,2.79,16.2,7.8,-3.25,-4.13
738,2955,150.6622167,-34.0261917,2.9,4.1,0.47,2.78,15.9,8.0,-3.19,-4.09
739,2959,150.662225,-34.02617,2.8,3.7,0.41,2.71,15.5,7.1,-3.11,-4.0
740,2963,150.6622317,-34.0261467,3.3,4.0,0.36,2.55,14.8,7.1,-3.0,-3.98
741,2967,150.6622383,-34.0261233,3.6,4.1,0.32,2.45,14.4,7.5,-2.89,-3.91
742,2971,150.662245,-34.0261,4.1,4.4,0.3,2.27,13.2,7.2,-2.65,-3.81
743,2975,150.6622533,-34.0260783,4.5,4.9,0.28,2.05,13.2,7.3,-2.56,-3.78
744,2979,150.66226,-34.026055,4.9,5.3,0.28,1.94,12.9,7.5,-2.46,-3.65
745,2983,150.6622683,-34.0260333,5.2,5.3,0.28,1.82,12.4,7.8,-2.33,-3.56
746,2987,150.662275,-34.02601,4.7,5.7,0.32,1.86,11.8,7.7,-2.32,-3.41
747,2991,150.6622817,-34.0259867,5.1,6.2,0.37,1.95,11.9,7.1,-2.31,-3.23
748,2995,150.6622883,-34.025965,5.5,7.1,0.39,1.91,12.7,8.2,-2.26,-3.14
749,2999,150.662295,-34.0259417,6.3,7.4,0.41,1.94,14.1,9.9,-2.29,-3.17
750,3003,150.6623017,-34.02592,6.4,8.1,0.45,2.11,14.2,10.1,-2.34,-3.21
751,3007,150.6623083,-34.0258967,5.9,8.0,0.52,2.16,14.2,9.4,-2.33,-3.04
752,3011,150.6623133,-34.0258767,6.5,8.3,0.49,2.19,14.3,10.1,-2.38,-3.03
753,3015,150.66232,-34.0258567,6.9,8.5,0.51,2.22,14.2,9.9,-2.44,-3.09
754,3019,150.662325,-34.0258383,6.6,9.6,0.52,2.22,14.2,10.3,-2.46,-3.08
755,3023,150.6623267,-34.0258217,6.9,9.3,0.47,2.14,14.4,10.0,-2.5,-3.17
756,3027,150.6623217,-34.0258067,7.5,9.9,0.47,2.18,14.5,10.4,-2.55,-3.25
757,3031,150.6623083,-34.0257967,8.5,11.0,0.51,2.32,15.3,10.7,-2.61,-3.29
758,3035,150.6622917,-34.0257933,9.1,11.5,0.55,2.29,16.4,11.8,-2.57,-3.35
759,3039,150.662275,-34.0257967,10.4,12.4,0.54,2.26,17.0,13.2,-2.61,-3.42
760,3043,150.6622617,-34.0258067,10.5,13.0,0.61,2.34,17.0,13.7,-2.64,-3.39
761,3047,150.6622533,-34.0258183,10.9,13.1,0.58,2.36,17.2,13.7,-2.66,-3.42
762,3051,150.6622467,-34.0258333,10.9,13.4,0.55,2.3,17.1,13.7,-2.64,-3.44
763,3055,150.6622417,-34.0258467,10.1,12.9,0.63,2.28,16.8,12.7,-2.55,-3.27
764,3059,150.6622383,-34.0258617,10.1,11.9,0.52,2.23,16.8,13.0,-2.53,-3.21
765,3063,150.6622333,-34.0258767,9.4,11.7,0.54,2.21,16.4,12.6,-2.55,-3.22
766,3067,150.66223,-34.0258917,8.4,11.1,0.63,2.3,16.2,12.1,-2.53,-3.13
767,3071,150.6622267,-34.0259067,8.2,10.3,0.67,2.36,16.0,11.7,-2.5,-2.98
768,3075,150.6622217,-34.0259217,8.2,10.5,0.67,2.35,15.9,11.5,-2.44,-2.92
769,3079,150.6622167,-34.0259367,8.0,10.0,0.61,2.3,15.7,11.3,-2.4,-2.96
770,3083,150.6622117,-34.0259517,7.4,9.7,0.6,2.29,15.2,11.1,-2.41,-2.97
771,3087,150.6622083,-34.0259667,7.3,9.0,0.55,2.22,14.9,10.5,-2.41,-3.06
772,3091,150.662205,-34.0259833,6.5,8.3,0.49,2.2,14.5,9.7,-2.43,-3.15
773,3095,150.6622017,-34.026,6.2,7.6,0.46,2.22,14.2,9.1,-2.46,-3.17
774,3099,150.6621983,-34.0260167,5.9,7.0,0.41,2.11,13.6,8.9,-2.43,-3.28
775,3103,150.662195,-34.026035,5.6,7.5,0.42,2.03,13.2,8.3,-2.43,-3.31
776,3107,150.6621917,-34.0260517,5.5,7.0,0.38,1.99,12.9,7.8,-2.39,-3.37
777,3111,150.6621883,-34.02607,5.1,6.4,0.39,1.94,12.4,7.7,-2.38,-3.4
778,3115,150.6621833,-34.0260883,4.1,6.1,0.37,1.9,12.2,6.9,-2.34,-3.38
779,3119,150.66218,-34.0261067,4.5,5.7,0.35,1.82,12.4,7.4,-2.33,-3.47
780,3123,150.6621767,-34.026125,4.6,5.3,0.36,1.86,12.7,7.5,-2.37,-3.51
781,3127,150.6621733,-34.0261433,4.5,5.5,0.32,1.91,13.2,7.7,-2.48,-3.65
782,3131,150.6621683,-34.0261617,4.6,4.9,0.28,2.1,13.8,7.8,-2.67,-3.83
783,3135,150.662165,-34.0261817,4.1,4.3,0.26,2.22,13.9,7.5,-2.77,-3.93
784,3139,150.66216,-34.0262,3.9,4.0,0.28,2.35,14.5,7.2,-2.92,-4.03
785,3143,150.662155,-34.0262183,3.4,4.2,0.3,2.54,14.8,7.1,-3.04,-4.07
786,3147,150.66215,-34.0262383,3.1,3.8,0.33,2.56,15.0,7.3,-3.07,-4.2
787,3151,150.6621467,-34.0262567,3.1,4.1,0.35,2.62,15.8,7.3,-3.15,-4.23
788,3155,150.6621417,-34.026275,3.0,4.0,0.4,2.64,15.9,7.5,-3.18,-4.2
789,3159,150.6621383,-34.0262933,3.4,3.9,0.36,2.64,15.7,7.9,-3.21,-4.23
790,3163,150.6621317,-34.02631,3.4,4.3,0.39,2.64,16.0,7.7,-3.26,-4.33
791,3167,150.6621167,-34.0263183,3.2,4.3,0.4,2.71,16.1,7.9,-3.3,-4.37
792,3171,150.6621,-34.02632,3.4,3.8,0.44,2.8,15.8,7.8,-3.31,-4.36
793,3175,150.662085,-34.0263133,3.5,4.4,0.46,2.95,15.2,6.8,-3.3,-4.25
794,3179,150.6620767,-34.0263,4.2,5.1,0.42,2.99,14.7,6.6,-3.28,-4.27
795,3183,150.6620733,-34.026285,3.8,4.8,0.54,3.05,14.3,6.3,-3.18,-4.11
796,3187,150.662075,-34.02627,4.2,4.3,0.42,3.0,15.4,6.7,-3.28,-4.23
797,3191,150.66208,-34.0262533,4.0,4.0,0.38,2.86,15.2,6.6,-3.32,-4.33
798,3195,150.662085,-34.0262367,3.1,4.0,0.46,2.85,15.3,6.9,-3.28,-4.21
799,3199,150.66209,-34.0262183,2.8,4.0,0.48,2.79,15.6,6.6,-3.28,-4.23
800,3203,150.662095,-34.0262,3.3,4.1,0.39,2.8,16.0,7.4,-3.33,-4.24
801,3207,150.6621,-34.0261817,3.5,3.9,0.34,2.71,16.0,7.4,-3.32,-4.29
802,3211,150.662105,-34.0261633,3.8,4.1,0.29,2.6,16.1,7.4,-3.31,-4.32
803,3215,150.66211,-34.026145,3.9,4.0,0.25,2.61,15.8,7.6,-3.23,-4.27
804,3219,150.662115,-34.026125,3.8,3.8,0.2,2.47,15.2,7.4,-3.11,-4.22
805,3223,150.66212,-34.026105,4.2,4.2,0.23,2.44,15.2,7.7,-3.03,-4.15
806,3227,150.662125,-34.026085,4.1,4.6,0.24,2.36,14.6,7.4,-2.9,-4.07
807,3231,150.66213,-34.026065,4.4,4.5,0.23,2.16,14.4,8.0,-2.8,-4.07
808,3235,150.6621367,-34.026045,4.9,5.1,0.22,2.08,14.7,8.0,-2.74,-3.97
809,3239,150.6621433,-34.026025,4.7,5.0,0.25,1.92,14.0,8.4,-2.57,-3.89
810,3243,150.6621483,-34.026005,5.3,5.5,0.24,1.81,13.8,8.4,-2.51,-3.77
811,3247,150.662155,-34.0259833,5.3,6.0,0.26,1.77,13.0,8.0,-2.4,-3.68
